Character,Text,Episode,LineNumber
Rick,"""I'm sorry, Morty. It's a bummer. In reality, you're as dumb as they come and I needed those seeds real bad, and I had to give them up just to get your parents off my back, so now we're gonna have to go get more. (excitedly looks down upon him, telling him about their future adventures) And then we're gonna go on even more adventures after that, Morty and you're gonna keep your mouth shut about it, Morty, because the world is full of idiots that don't understand what's important, and they'll tear us apart, Morty but if you stick with me, I'm gonna accomplish great things, Morty, and you're gonna be part of them, and together, we're gonna run around, Morty. We're gonna do all kinds of wonderful things, Morty. Just you and me, Morty. The outside world is our enemy, Morty. We're the only friends we've got, Morty. It's just Rick and Morty. Rick and Morty and their adventures, Morty. Rick and Morty forever and forever. Morty's things. Me and Rick and Morty running around, and Rick and Morty time. All day long, forever. All a hundred days. Rick and Morty forever 100 times. Over and over, rickandmortyadventures.com. All 100 years. Every minute, rickandmorty.com.""",101,286
DIRECTION,"""[End of Pilot]""",101,287
DIRECTION,"""(Jerry and Summer are in the living room. Jerry is flipping through channels on TV and Summer is texting)""",102,1
TV,"""Coin collecting is considered the perfect hobby.""",102,2
DIRECTION,"""beautiful putt right there good birdie.""",102,3
DIRECTION,"""That's only the eighth birdie of the day.""",102,4
DIRECTION,"""(Snuffles walks up to Jerry are sits there, looking at him)""",102,5
Jerry,"""What? Why are you looking at me? You want to go outside? Outside? (Sigh)""",102,6
DIRECTION,"""(Jerry opens the door to let Snuffles out but he still just stands there)""",102,7
Jerry,"""Outside?""",102,8
DIRECTION,"""(Snuffles pees on the carpet)""",102,9
Jerry,"""Are you kidding me?! Come on!""",102,10
Summer,"""Oh, my God.""",102,11
DIRECTION,"""(Morty hears his dad yelling and runs into the room to check up on him)""",102,12
Morty,"""What's wrong?""",102,13
Jerry,"""Your idiot dog!""",102,14
Morty,"""Oh, he he didn't mean it, dad. Did you, snuffles? You're a good boy.""",102,15
Jerry,"""Don't praise him now, Morty! He just peed on the carpet! Bad dog! Bad!""",102,16
DIRECTION,"""(Jerry grabs Snuffles by the head and stuffs his face into the pee puddle just as Rick walks in)""",102,17
Rick,"""Morty, come on. I need your help tonight.""",102,18
Jerry,"""Hey, wait, hold on a second, Rick. You wouldn't by any chance have some sort of crazy science thing you could whip up that might help make this dog a little smarter, would you?""",102,19
Rick,"""I thought the whole point of having a dog was to feel superior, Jerry. If I were you, I wouldn't pull that thread. Come on, Morty.""",102,20
Jerry,"""Listen, Rick, if you're gonna stay here rent-free and use my son for your stupid science, the least you could do is put a little bit of it to use for the family. You make that dog smart or Morty's grounded!""",102,21
Summer,"""Ha-ha!""",102,22
Morty,"""Aw, man!""",102,23
Rick,"""Boy, you really got me up against a wall this time, Jerry.""",102,24
DIRECTION,"""(Rick goes into the garage and quickly whips up a helmet and comes back and puts it on Snuffles)""",102,25
Rick,"""All right, Ruffles What's his name?""",102,26
Morty,"""Snuffles.""",102,27
Rick,"""Snuffles, shake.""",102,28
DIRECTION,"""(Snuffles understands his and shakes)""",102,29
Rick,"""Roll over.""",102,30
DIRECTION,"""(Snuffles rolls over)""",102,31
Rick,"""Go to the bathroom.""",102,32
DIRECTION,"""(Snuffles goes out of the room, a toilet flush is heard, and then he returns)""",102,33
Jerry,"""Holy crap!""",102,34
Summer,"""No way.""",102,35
Rick,"""Yeah, you're at the top of your game now, Jerry. Have fun. Come on, Morty.""",102,36
DIRECTION,"""(Rick and Morty go into the garage)""",102,37
Morty,"""That was fantastic, Rick!""",102,38
Rick,"""Yeah, Morty, if you like that, boy, you're you're really going to flip your lid over this one.""",102,39
DIRECTION,"""(Rick shows Morty a tiny metal ear-piece like device)""",102,40
Morty,"""W-w-w-what is it?""",102,41
Rick,"""It's a device, Morty, that when you put it in your ear, you can enter people's dreams, Morty. It's just like that movie that you keep crowing about.""",102,42
Morty,"""You talking about ""Inception""?""",102,43
Rick,"""That's right, Morty. This is gonna be a lot like that, except, you know, it's gonna may-(Belch)-be make sense.""",102,44
Morty,"""Inception"" made sense.""",102,45
Rick,"""You don't have to try to impress me, Morty. Listen, tonight we're gonna go into the home of your math teacher, Mr. Goldenfold, and we're gonna incept the idea in his brain to give you A's in math, Morty. That way you can, you know, y-you're gonna help me with my science, Morty, all the time.""",102,46
Morty,"""Geez, Rick, in the time it took you to make this thing, couldn't you have just, you know, helped me with my homework?""",102,47
Rick,"""Are you listening to me, Morty? Homework is stupid. The whole point is to get less of it.""",102,48
DIRECTION,"""(Rick and Morty get into the space cruiser and start going off)""",102,49
Rick,"""Come on, let's just get over there and deal with this thing. W-we're gonna incept your teacher. You're frustrating me.""",102,50
DIRECTION,"""(Mr. Goldenfold is in his home, watching TV on the couch, eating nachos, half asleep)""",102,51
Mrs. Pancakes,"""You don't know me!""",102,52
Mr. Goldenfold,"""' Nice, Mrs. Pancakes real nice.""",102,53
DIRECTION,"""(Mr. Goldenfold falls asleep just as Rick and Morty sneak in through his window)""",102,54
Commercial Announcer,"""Next week on ""The days and nights of Mrs. Pancakes""",102,55
Mrs. Pancakes,"""You don't know me!""",102,56
Mr. Pancakes,"""Then let me get to know yo, damn it!""",102,57
Rick,"""Uh-oh! Spoilers!""",102,58
DIRECTION,"""(Rick quickly turns off the TV)""",102,59
Rick,"""I'm a full season behind.""",102,60
Morty,"""Wow, Rick, I can't believe we're sitting around, standing around in Mr. Goldenfold's house. It's really weird.""",102,61
Rick,"""It's about to get a whole lot weirder, Morty.""",102,62
DIRECTION,"""(Rick puts inception devices on everyone and they enter Mr. Goldenfold's dream. Here, he is sitting on the airplane and Mrs. Pancakes is the flight attendant serving snacks)""",102,63
Mrs. Pancakes,"""Wheat thins. Wheat thins.""",102,64
Mr. Goldenfold,"""I'll take two.""",102,65
Mrs. Pancakes,"""Oh, I think you've had enough, sir.""",102,66
Mr.Goldenfold,"""You don't know me.""",102,67
Rick,"""All right, Morty, time to make our move.""",102,68
DIRECTION,"""(Rick grabs some sodas and a cloth while Mr. Goldenfold and Mrs. Pancakes play around with each other)""",102,69
Mr. Goldenfold,"""Make it bounce.""",102,70
Mrs. Pancakes,"""No, you didn't.""",102,71
Mr. Goldenfold,"""Oh, jiggle it now.""",102,72
Mrs. Pancakes,"""You better stop with that.""",102,73
DIRECTION,"""(Rick and Morty jump out, disguised as Muslim terrorists, wearing soda bottles as bombs and Morty wearing the cloth on his head like an Islamic woman)""",102,74
Rick,"""Allahu (Belch) akbar! We're gonna take control of this plane! We're gonna 9/11 it unless Morty Smith gets better grades in math!""",102,75
DIRECTION,"""(The passengers are frozen in shock, but Mr. Goldenfold gets up and stands against him)""",102,76
Rick,"""Hey! I said nobody move, buddy!""",102,77
Mr. Goldenfold,"""The name's not buddy. It's Goldenfold. Nice to wheat you!""",102,78
DIRECTION,"""(Mr. Goldenfold throws a bunch of wheat thins at them, and it cuts their flesh like shurikens)""",102,79
Rick,"""Take cover, Morty!""",102,80
DIRECTION,"""(Mr. Goldenfold suddenly takes out two giant firearms and starts firing them at the two, just after Rick and Morty hide behind the seats, sheltering themselves from the attacks.)""",102,81
Mr. Goldenfold,"""AAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!""",102,82
Morty,"""Ooohhh!""",102,83
Rick,"""Goldenfold's got more control here than I anticipated. I mean, the guy teaches high-school math. (Belch) I didn't take him for an active dreamer. We've got to take him out so he wakes up, Morty but we can't get killed. If you get killed in someone else's dream, you die for real, Morty.""",102,84
Morty,"""What?! Are you kidding me?! Ohhhhhh!""",102,85
Rick,"""Don't be a baby! You avoid getting shot in real life all the time, Morty. Just do the same thing here, and we'll be fine!""",102,86
DIRECTION,"""(Jerry is in the living room, controlling Snuffles and showing to Beth how cool it is)""",102,87
Jerry,"""Now bring me my slippers.""",102,88
DIRECTION,"""(Snuffles brings Jerry his slippers)""",102,89
Summer,"""Now, be my footstool, Snuffles.""",102,90
DIRECTION,"""(Snuffles stands in front of her and Summer rests her feet there)""",102,91
Jerry,"""This is what I'm talking about. This is a dog.""",102,92
Beth (Unimpressed),"""Oh, yeah. This should play out just fine.""",102,93
Jerry,"""You said the same thing, equally sarcastically, at our wedding and guess what?""",102,94
DIRECTION,"""(Everyone is silent for a few seconds while Beth gives him blank stare and shakes her head. Jerry slowly starts to fade into a depressed state as Beth walks off, leaving him)""",102,95
Snuffles,"""Ooowwwwowowwaawaa!""",102,96
Summer,"""Oh, my God! He's trying to tell us something. (Offscreen) That is so awesome.""",102,97
Snuffles,"""Aaaawwaaaaawaawa!""",102,98
Jerry,"""Aw, he's saying ""I love lasagna"".""",102,99
Snuffles,"""Ooooyayawawa!""",102,100
Summer,"""He's saying ""I love Obama"". (Offscreen) So cute! I'm posting this (Onscreen) online, like, right now.""",102,101
Jerry,"""I should call Bob Saget. Is that still a thing?""",102,102
DIRECTION,"""(Jerry and Summer leave the room and Snuffles sadly walks over the the glass door and sees his helmet in the reflection)""",102,103
Snuffles,"""Hmm?""",102,104
DIRECTION,"""(Snuffles finds the battery case on his helmet and then goes into the kitchen, where he finds a drawer full of batteries)""",102,105
DIRECTION,"""(Mr. Goldenfold is still shooting things up in the plane and Rick attempts to make peace with him)""",102,106
Rick,"""Goldenfold, we're coming out! We just want to talk!""",102,107
Mr.Goldenfold,"""Why would I negotiate with you?""",102,108
Rick,"""Because we're both rational adults that don't want anything bad to happen. And because I have a human shield.""",102,109
DIRECTION,"""(Rick takes out Mrs. Pancakes)""",102,110
Mr. Goldenfold,"""Mrs. Pancakes! AAAAAAAAHHHH!!!!!""",102,111
Plane Passengers,"""AAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHH!!!!!!!!!!!!!!""",102,112
Rick,"""Oh, no, Morty. His subconscious is panicking.""",102,113
Plane Passenger,"""Oh no! Run!""",102,114
DIRECTION,"""(The passenger beats the airlock off the plane and everyone flies out)""",102,115
Plane Passengers,"""AAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHH!!!!!!!!!!!!!!!""",102,116
Rick,"""Whoa! Whoa! Whoa! Whoooooaaaa! Whoa! Whoa! Whoooooaaaa!""",102,117
Morty,"""Whooooa! Whoooooooa! Whoa! Whooooooooaaaaa!""",102,118
DIRECTION,"""(Rick and Morty fall out of the plane, plummeting to their dooms)""",102,119
Morty,"""AAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHH!!!!!!!!!!""",102,120
DIRECTION,"""(Rick slaps Morty to make him stop screaming)""",102,121
Rick,"""Relax, Morty. Look! Mrs. Pancakes has a parachute. Come on!""",102,122
DIRECTION,"""(Rick and Morty grab onto Mrs. Pancakes are her parachute deploys)""",102,123
Mrs. Pancakes,"""Hey, you don't know me!""",102,124
Morty,"""Oh, no, Rick, look! Goldenfold landed the plane, and he's created a (Offscreen) mechanical arm to pluck Mrs. Pancakes out of the air while he lets us fall - into a giant vat of lava!""",102,125
Rick,"""Pretty concise, Morty. Looks like we've merely prolonged the inevitable. That's it, Morty! Prolonging the inevitable! Listen, if we go into Mrs. Pancakes' dream, everything will go 100 times slower, Morty. That'll buy us some time to figure this out!""",102,126
